@relation arabicReadingDifficulty

@attribute word_count NUMERIC
@attribute sentence_count NUMERIC
@attribute sentence_length NUMERIC
@attribute lemma_ratio NUMERIC
@attribute p95 NUMERIC
@attribute mean NUMERIC
@attribute median NUMERIC
@attribute noun NUMERIC
@attribute verb NUMERIC
@attribute prep NUMERIC
@attribute part NUMERIC
@attribute conj NUMERIC
@attribute adv NUMERIC	
@attribute adj NUMERIC
@attribute word_length NUMERIC
@attribute difficulty {1.0, 2.0, 3.0, 4.0}

@data 
40.0,7.0,5.7142857142857135,2671.0,2363.0,1021.2647058823527,1337.0,7.05,0.6764705882352942,0.0,0.29411764705882354,0.0,0.0,0.0,0.029411764705882356,1.0
247.0,26.0,9.5,1606.4649681528665,1076.0,1416.938202247191,429.5,6.2105263157894735,0.5561797752808989,0.11235955056179776,0.19662921348314608,0.0,0.005617977528089888,0.011235955056179777,0.0898876404494382,1.0
20.0,2.0,10.0,1032.6,2141.0,1290.75,598.0,10.1,0.6875,0.125,0.0625,0.0,0.0,0.0,0.0625,1.0
42.0,3.0,14.0,1184.657894736842,1322.0,1324.0294117647059,349.5,11.357142857142858,0.6470588235294118,0.1176470588235294,0.08823529411764706,0.0,0.029411764705882356,0.0,0.08823529411764706,1.0
29.0,4.0,7.25,693.8214285714287,1627.0,1214.1875,722.5,9.862068965517242,0.5625,0.1875,0.0625,0.0,0.0625,0.0,0.0625,1.0
26.0,2.0,13.0,1169.5,116.0,1336.5714285714287,346.0,10.0,0.6190476190476191,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,1.0
23.0,3.0,7.666666666666668,751.6818181818181,103.0,972.7647058823527,459.0,5.913043478260869,0.5294117647058824,0.29411764705882354,0.1176470588235294,0.0,0.0,0.0,0.05882352941176471,1.0
101.0,20.0,5.05,1793.446428571429,3306.0,1224.7926829268292,723.5,8.0,0.7073170731707317,0.06097560975609756,0.17073170731707318,0.0,0.024390243902439025,0.012195121951219513,0.024390243902439025,1.0
86.0,22.0,3.9090909090909087,2014.666666666667,4003.0,1387.1475409836066,1337.0,8.0,0.7049180327868853,0.049180327868852465,0.2295081967213115,0.0,0.0,0.0,0.016393442622950817,1.0
95.0,6.0,15.833333333333336,1104.9367088607594,15.0,1265.072463768116,715.0,10.663157894736845,0.6086956521739131,0.15942028985507245,0.11594202898550725,0.0,0.043478260869565216,0.0,0.05797101449275361,1.0
74.0,18.0,4.111111111111111,1650.219512195122,4403.0,1208.1964285714287,1319.5,8.702702702702705,0.625,0.125,0.19642857142857145,0.0,0.017857142857142856,0.017857142857142856,0.0,1.0
18.0,4.0,4.5,2159.4117647058824,2342.0,2294.375,1847.0,10.5,0.5,0.1875,0.0625,0.0,0.0625,0.0625,0.125,1.0
15.0,2.0,7.5,1167.142857142857,2.0,1634.0,762.0,6.0,0.5,0.1,0.3,0.0,0.0,0.0,0.0,1.0
127.0,9.0,14.111111111111109,1258.1559633027525,101.0,1428.53125,532.0,9.976377952755907,0.5104166666666666,0.15625,0.15625,0.0,0.010416666666666666,0.010416666666666666,0.125,2.0
158.0,12.0,13.166666666666664,1402.6153846153845,2.0,1356.2479338842975,599.0,6.069620253164557,0.4628099173553719,0.1322314049586777,0.1900826446280992,0.0,0.04958677685950413,0.008264462809917356,0.11570247933884298,2.0
118.0,8.0,14.75,1370.1612903225807,122.0,1535.2409638554218,810.0,6.432203389830509,0.5903614457831325,0.13253012048192772,0.10843373493975904,0.012048192771084338,0.024096385542168683,0.0,0.13253012048192772,2.0
72.0,6.0,12.0,1040.9846153846154,2.0,1301.2307692307693,331.0,5.916666666666668,0.4423076923076923,0.2307692307692308,0.1346153846153846,0.0,0.0576923076923077,0.0,0.09615384615384616,2.0
106.0,6.0,17.666666666666668,1583.5,1746.0,1660.7439024390244,603.0,10.150943396226415,0.5243902439024389,0.14634146341463414,0.17073170731707318,0.0,0.0,0.0,0.12195121951219512,2.0
